uid;user_behavioral_profile;date;arrival_times;permanence_times;trajectory;sem_trajectory
4;0;27/09/17;[14,24];[13,25];[36,36];[4,4]
4;0;04/10/17;[14,25];[7,15];[36,36];[4,4]
4;0;11/10/17;[18,30];[23,11];[36,36];[4,4]
4;0;15/10/17;[18,31];[7,3];[13,13];[4,4]
4;0;18/10/17;[18,31];[8,25];[36,36];[4,4]
4;0;25/10/17;[16,28];[25,18];[36,36];[4,4]
4;0;01/11/17;[16,25];[9,7];[36,36];[4,4]
4;0;04/11/17;[16];[24];[13];[4]
4;0;05/11/17;[20,30];[4,9];[13,13];[4,4]
4;0;08/11/17;[14,28];[6,19];[36,36];[4,4]
4;0;15/11/17;[14];[21];[36];[4]
4;0;19/11/17;[18,28];[5,11];[13,13];[4,4]
4;0;22/11/17;[16,27];[9,27];[36,36];[4,4]
4;0;26/11/17;[18,30];[11,3];[13,13];[4,4]
4;0;29/11/17;[16,32];[9,13];[36,36];[4,4]
4;0;06/12/17;[20,30];[26,27];[36,36];[4,4]
4;0;13/12/17;[18,34];[17,6];[36,36];[4,4]
4;0;20/12/17;[20,32];[11,10];[36,36];[4,4]
4;0;05/03/18;[17];[17];[36];[4]
4;0;07/03/18;[14,23];[13,24];[36,36];[4,4]
4;0;12/03/18;[6,16];[5,5];[36,36];[4,4]
4;0;13/03/18;[36];[10];[36];[4]
4;0;14/03/18;[16,24];[7,17];[36,36];[4,4]
4;0;21/03/18;[16,26];[28,26];[36,36];[4,4]
4;0;22/03/18;[33];[4];[36];[4]
4;0;24/03/18;[18,29];[13,15];[13,13];[4,4]
4;0;26/03/18;[8,8];[6,15];[36,36];[4,4]
4;0;28/03/18;[16,27];[20,11];[36,36];[4,4]
4;0;04/04/18;[18,31];[26,11];[36,36];[4,4]
4;0;05/04/18;[33];[2];[36];[4]
4;0;06/04/18;[18];[3];[36];[4]
4;0;11/04/18;[16,22,25];[7,9,15];[36,36,36];[4,4,4]
4;0;18/04/18;[16,24];[9,9];[36,36];[4,4]
4;0;20/04/18;[21];[7];[36];[4]
4;0;25/04/18;[18,29];[25,12];[36,36];[4,4]
4;0;02/05/18;[18,37];[24,10];[36,36];[4,4]
4;0;07/05/18;[16];[5];[36];[4]
4;0;09/05/18;[20,28];[21,8];[36,36];[4,4]
4;0;10/05/18;[33];[10];[36];[4]
4;0;16/05/18;[22,30];[7,8];[36,36];[4,4]
4;0;22/05/18;[36];[8];[36];[4]
4;0;23/05/18;[22,30];[26,25];[36,36];[4,4]
4;0;24/05/18;[36];[7];[36];[4]
4;0;28/05/18;[12];[3];[36];[4]
4;0;29/05/18;[36];[4];[36];[4]
4;0;30/05/18;[22,31];[26,23];[36,36];[4,4]
4;0;31/05/18;[39,40];[11,4];[36,36];[4,4]
4;0;06/06/18;[18,27];[27,29];[36,36];[4,4]
4;0;13/06/18;[16,25];[23,22];[36,36];[4,4]
4;0;19/07/18;[30];[4];[36];[4]
5;0;06/09/17;[12,22];[5,9];[35,35];[4,4]
5;0;13/09/17;[16,34];[5,5];[35,35];[4,4]
5;0;20/09/17;[14,25];[8,9];[35,35];[4,4]
5;0;27/09/17;[14,26];[15,6];[35,35];[4,4]
5;0;04/10/17;[14,26];[14,10];[35,35];[4,4]
5;0;11/10/17;[14,27];[8,11];[35,35];[4,4]
5;0;18/10/17;[16,28];[15,7];[35,35];[4,4]
5;0;25/10/17;[14,35];[8,12];[35,35];[4,4]
5;0;01/11/17;[16,30];[6,13];[35,35];[4,4]
5;0;08/11/17;[16,27];[8,5];[35,35];[4,4]
5;0;12/11/17;[20,39];[16,11];[53,53];[4,4]
5;0;15/11/17;[16,28];[7,8];[35,35];[4,4]
5;0;22/11/17;[14,27];[7,6];[35,35];[4,4]
5;0;29/11/17;[14,35];[5,14];[35,35];[4,4]
5;0;06/12/17;[16,27];[8,11];[35,35];[4,4]
5;0;13/12/17;[16,28];[5,7];[35,35];[4,4]
5;0;20/12/17;[16,26];[5,10];[35,35];[4,4]
5;0;02/03/18;[34];[7];[35];[4]
5;0;05/03/18;[9,12];[6,6];[35,35];[4,4]
5;0;07/03/18;[18,33];[10,9];[35,35];[4,4]
5;0;14/03/18;[18,24,33];[11,10,13];[35,35,35];[4,4,4]
5;0;21/03/18;[20,32];[12,10];[35,35];[4,4]
5;0;26/03/18;[20];[9];[35];[4]
5;0;28/03/18;[16,26];[8,9];[35,35];[4,4]
5;0;04/04/18;[20,28];[7,12];[35,35];[4,4]
5;0;11/04/18;[22,35];[9,10];[35,35];[4,4]
5;0;16/04/18;[15];[6];[35];[4]
5;0;18/04/18;[22,32];[9,10];[35,35];[4,4]
5;0;25/04/18;[22,35];[6,9];[35,35];[4,4]
5;0;02/05/18;[22,29];[9,8];[35,35];[4,4]
5;0;04/05/18;[32,32];[8,19];[35,35];[4,4]
5;0;07/05/18;[19];[10];[35];[4]
5;0;09/05/18;[20,29];[7,10];[35,35];[4,4]
5;0;14/05/18;[20];[11];[35];[4]
5;0;16/05/18;[22,32];[7,9];[35,35];[4,4]
5;0;18/05/18;[25];[11];[35];[4]
5;0;23/05/18;[18,28];[10,7];[35,35];[4,4]
5;0;30/05/18;[18,29];[8,10];[35,35];[4,4]
5;0;25/06/18;[14];[9];[35];[4]
5;0;27/06/18;[22,31];[10,6];[35,35];[4,4]
5;0;18/07/18;[22,33];[11,10];[35,35];[4,4]
6;0;06/09/17;[12];[15];[48];[4]
6;0;13/09/17;[14,28];[14,7];[48,48];[4,4]
6;0;20/09/17;[12,28];[8,7];[48,48];[4,4]
6;0;27/09/17;[16,31];[8,11];[48,48];[4,4]
6;0;04/10/17;[12,23];[10,9];[48,48];[4,4]
6;0;11/10/17;[12,23];[9,15];[48,48];[4,4]
6;0;18/10/17;[12,30];[10,15];[48,48];[4,4]
6;0;25/10/17;[12,32];[11,11];[48,48];[4,4]
6;0;01/11/17;[10,22];[13,11];[48,48];[4,4]
6;0;08/11/17;[10];[11];[48];[4]
6;0;12/11/17;[16,27];[11,9];[48,48];[4,4]
6;0;15/11/17;[10,29];[9,12];[48,48];[4,4]
6;0;22/11/17;[12,30];[10,7];[48,48];[4,4]
6;0;29/11/17;[10,28];[10,11];[48,48];[4,4]
6;0;03/12/17;[16,26];[9,3];[48,48];[4,4]
6;0;06/12/17;[12,32];[11,13];[48,48];[4,4]
6;0;13/12/17;[12,26];[12,11];[48,48];[4,4]
6;0;20/12/17;[12,26];[11,13];[48,48];[4,4]
6;0;24/01/18;[12,26];[11,8];[48,48];[4,4]
6;0;14/02/18;[10,26];[11,7];[48,48];[4,4]
6;0;07/03/18;[12,12,25];[15,8,7];[48,48,48];[4,4,4]
6;0;11/03/18;[18,30];[8,11];[48,48];[4,4]
6;0;12/03/18;[19];[18];[48];[4]
6;0;13/03/18;[34];[16];[48];[4]
6;0;14/03/18;[10,20];[15,10];[48,48];[4,4]
6;0;15/03/18;[37];[9];[48];[4]
6;0;20/03/18;[33];[12];[48];[4]
6;0;21/03/18;[8,21];[11,7];[48,48];[4,4]
6;0;27/03/18;[30,31];[17,16];[48,48];[4,4]
6;0;28/03/18;[10,25];[15,14];[48,48];[4,4]
6;0;29/03/18;[32];[13];[48];[4]
6;0;03/04/18;[28,30];[7,4];[48,48];[4,4]
6;0;09/04/18;[17];[17];[48];[4]
6;0;11/04/18;[12,17,24];[14,9,13];[48,48,48];[4,4,4]
6;0;16/04/18;[13,17];[18,12];[48,48];[4,4]
6;0;18/04/18;[8,19];[7,14];[48,48];[4,4]
6;0;23/04/18;[13,13];[10,16];[48,48];[4,4]
6;0;25/04/18;[10,15];[8,13];[48,48];[4,4]
6;0;02/05/18;[10,20];[15,12];[48,48];[4,4]
6;0;07/05/18;[22];[16];[48];[4]
6;0;09/05/18;[10,24];[9,9];[48,48];[4,4]
6;0;10/05/18;[32];[15];[48];[4]
6;0;15/05/18;[32];[3];[48];[4]
6;0;16/05/18;[8,8,9,19];[13,13,12,10];[48,48,48,48];[4,4,4,4]
6;0;22/05/18;[32];[5];[48];[4]
6;0;23/05/18;[12,12,25];[10,14,13];[48,48,48];[4,4,4]
6;0;24/05/18;[36];[12];[48];[4]
6;0;29/05/18;[34];[16];[48];[4]
6;0;30/05/18;[8,14,14,17];[8,7,12,10];[48,48,48,48];[4,4,4,4]
6;0;20/06/18;[8,11,11,24];[15,7,11,9];[48,48,48,48];[4,4,4,4]
6;0;26/06/18;[34];[4];[48];[4]
6;0;04/07/18;[10,20];[9,13];[48,48];[4,4]
6;0;27/07/18;[38];[12];[48];[4]
7;0;02/09/17;[16,23];[5,11];[13,13];[4,4]
7;0;06/09/17;[12,25];[4,5];[53,53];[4,4]
7;0;13/09/17;[14,30];[8,4];[53,53];[4,4]
7;0;20/09/17;[14,27];[5,5];[53,53];[4,4]
7;0;27/09/17;[14,24];[7,7];[53,53];[4,4]
7;0;04/10/17;[14,31];[4,7];[53,53];[4,4]
7;0;11/10/17;[10,20];[4,8];[53,53];[4,4]
7;0;18/10/17;[14,29];[8,6];[53,53];[4,4]
7;0;25/10/17;[10,23];[4,7];[53,53];[4,4]
7;0;01/11/17;[12,22];[6,6];[53,53];[4,4]
7;0;08/11/17;[14,34];[4,8];[53,53];[4,4]
7;0;15/11/17;[14,25];[8,4];[53,53];[4,4]
7;0;22/11/17;[12,28];[5,5];[53,53];[4,4]
7;0;29/11/17;[10,22];[7,5];[53,53];[4,4]
7;0;02/12/17;[18,24,28];[14,12,12];[13,13,13];[4,4,4]
7;0;06/12/17;[14,30];[8,7];[53,53];[4,4]
7;0;10/12/17;[20,32];[15,6];[13,13];[4,4]
7;0;13/12/17;[14,25];[6,6];[53,53];[4,4]
7;0;20/12/17;[14,25];[5,4];[53,53];[4,4]
7;0;05/03/18;[19];[16];[53];[4]
7;0;07/03/18;[8,23];[5,7];[53,53];[4,4]
7;0;09/03/18;[14];[13];[53];[4]
7;0;13/03/18;[34,34];[4,12];[53,53];[4,4]
7;0;14/03/18;[8,22];[8,5];[53,53];[4,4]
7;0;15/03/18;[33];[19];[53];[4]
7;0;18/03/18;[22,32];[5,13];[13,13];[4,4]
7;0;21/03/18;[10,23];[5,6];[53,53];[4,4]
7;0;23/03/18;[8];[9];[53];[4]
7;0;28/03/18;[6,14];[9,6];[53,53];[4,4]
7;0;03/04/18;[28,32];[4,15];[53,53];[4,4]
7;0;04/04/18;[6,12,18];[8,4,7];[53,53,53];[4,4,4]
7;0;09/04/18;[21];[12];[53];[4]
7;0;10/04/18;[29];[12];[53];[4]
7;0;11/04/18;[6,25];[5,9];[53,53];[4,4]
7;0;18/04/18;[6,17];[6,7];[53,53];[4,4]
7;0;23/04/18;[19];[14];[53];[4]
7;0;25/04/18;[6,17];[4,6];[53,53];[4,4]
7;0;27/04/18;[17];[3];[53];[4]
7;0;02/05/18;[2,13];[6,4];[53,53];[4,4]
7;0;04/05/18;[12];[13];[53];[4]
7;0;08/05/18;[29];[15];[53];[4]
7;0;09/05/18;[4,18];[5,9];[53,53];[4,4]
7;0;11/05/18;[17];[16];[53];[4]
7;0;15/05/18;[29];[10];[53];[4]
7;0;16/05/18;[2,20];[6,8];[53,53];[4,4]
7;0;23/05/18;[4,20];[7,7];[53,53];[4,4]
7;0;28/05/18;[20,20];[15,9];[53,53];[4,4]
7;0;30/05/18;[2,12,20];[9,7,8];[53,53,53];[4,4,4]
7;0;06/06/18;[8,27];[5,4];[53,53];[4,4]
8;0;06/09/17;[14,20,24];[17,7,12];[7,7,7];[4,4,4]
8;0;13/09/17;[14,32];[12,15];[7,7];[4,4]
8;0;20/09/17;[12,25];[20,15];[7,7];[4,4]
8;0;23/09/17;[18,28];[11,21];[53,53];[4,4]
8;0;27/09/17;[12,16,24];[11,7,21];[7,7,7];[4,4,4]
8;0;04/10/17;[12,23];[8,13];[7,7];[4,4]
8;0;11/10/17;[12,23];[19,13];[7,7];[4,4]
8;0;18/10/17;[16,29];[10,8];[7,7];[4,4]
8;0;25/10/17;[14,20,34];[15,6,21];[7,7,7];[4,4,4]
8;0;01/11/17;[14,23];[21,12];[7,7];[4,4]
8;0;08/11/17;[12,20,31];[14,22,16];[7,7,7];[4,4,4]
8;0;15/11/17;[14,19,24];[15,23,12];[7,7,7];[4,4,4]
8;0;22/11/17;[10,20];[17,8];[7,7];[4,4]
8;0;29/11/17;[12,18,27];[19,23,20];[7,7,7];[4,4,4]
8;0;06/12/17;[10,14];[24,23];[7,7];[4,4]
8;0;13/12/17;[12,25];[24,16];[7,7];[4,4]
8;0;20/12/17;[12,25];[17,6];[7,7];[4,4]
8;0;31/01/18;[12,18,29];[12,18,18];[7,7,7];[4,4,4]
8;0;07/03/18;[6,15];[5,12];[7,7];[4,4]
8;0;12/03/18;[16];[11];[7];[4]
8;0;19/03/18;[18];[13];[7];[4]
8;0;21/03/18;[10,24];[15,9];[7,7];[4,4]
8;0;23/03/18;[16];[10];[7];[4]
8;0;28/03/18;[10,18,21];[5,13,5];[7,7,7];[4,4,4]
8;0;04/04/18;[10,25];[15,18];[7,7];[4,4]
8;0;11/04/18;[8,24];[10,21];[7,7];[4,4]
8;0;12/04/18;[28];[21];[7];[4]
8;0;16/04/18;[18];[11];[7];[4]
8;0;18/04/18;[10,14,15,22];[23,12,19,22];[7,7,7,7];[4,4,4,4]
8;0;23/04/18;[18];[6];[7];[4]
8;0;25/04/18;[10,23];[22,11];[7,7];[4,4]
8;0;02/05/18;[12,23];[5,15];[7,7];[4,4]
8;0;06/05/18;[16,29];[15,8];[53,53];[4,4]
8;0;09/05/18;[10,21];[22,21];[7,7];[4,4]
8;0;16/05/18;[10,24];[15,16];[7,7];[4,4]
8;0;18/05/18;[10];[13];[7];[4]
8;0;23/05/18;[10,21];[7,20];[7,7];[4,4]
8;0;30/05/18;[10,23];[11,6];[7,7];[4,4]
8;0;10/06/18;[16,24];[5,8];[53,53];[4,4]
8;0;21/06/18;[28];[3];[7];[4]
8;0;02/07/18;[16,20];[11,17];[7,7];[4,4]
8;0;04/07/18;[8,20];[10,13];[7,7];[4,4]
8;0;08/07/18;[16,29];[11,5];[53,53];[4,4]
8;0;30/07/18;[16,19];[9,12];[7,7];[4,4]
9;0;06/09/17;[16,20,34];[6,6,6];[34,34,34];[4,4,4]
9;0;13/09/17;[16,30];[5,11];[34,34];[4,4]
9;0;20/09/17;[12,25];[10,4];[34,34];[4,4]
9;0;27/09/17;[16,27];[9,8];[34,34];[4,4]
9;0;04/10/17;[14,27];[11,6];[34,34];[4,4]
9;0;11/10/17;[12,19,28];[5,9,4];[34,34,34];[4,4,4]
9;0;18/10/17;[14,21,33];[9,5,4];[34,34,34];[4,4,4]
9;0;25/10/17;[12,15,29];[5,6,10];[34,34,34];[4,4,4]
9;0;01/11/17;[14,19,33];[6,5,4];[34,34,34];[4,4,4]
9;0;08/11/17;[16,25,31];[11,9,5];[34,34,34];[4,4,4]
9;0;15/11/17;[14,20,32];[5,11,9];[34,34,34];[4,4,4]
9;0;22/11/17;[12,17,25];[10,11,4];[34,34,34];[4,4,4]
9;0;29/11/17;[16,28];[5,6];[34,34];[4,4]
9;0;06/12/17;[10,21,22];[10,10,11];[34,34,34];[4,4,4]
9;0;13/12/17;[12,19,32];[11,5,5];[34,34,34];[4,4,4]
9;0;20/12/17;[10,14,21];[4,9,10];[34,34,34];[4,4,4]
9;0;17/01/18;[10,25];[9,6];[34,34];[4,4]
9;0;07/03/18;[12,12,22];[9,10,5];[34,34,34];[4,4,4]
9;0;14/03/18;[14,14,30];[8,5,7];[34,34,34];[4,4,4]
9;0;19/03/18;[12];[17];[34];[4]
9;0;21/03/18;[12,18,32];[9,8,10];[34,34,34];[4,4,4]
9;0;28/03/18;[12,30];[12,8];[34,34];[4,4]
9;0;04/04/18;[12];[7];[34];[4]
9;0;09/04/18;[22];[19];[34];[4]
9;0;10/04/18;[29];[11];[34];[4]
9;0;11/04/18;[12,27];[12,9];[34,34];[4,4]
9;0;16/04/18;[24];[17];[34];[4]
9;0;18/04/18;[14,21,26];[6,11,5];[34,34,34];[4,4,4]
9;0;24/04/18;[36];[4];[34];[4]
9;0;25/04/18;[10,11,29];[8,11,6];[34,34,34];[4,4,4]
9;0;26/04/18;[41];[5];[34];[4]
9;0;30/04/18;[16,16];[19,6];[34,34];[4,4]
9;0;02/05/18;[10,18,29];[9,11,9];[34,34,34];[4,4,4]
9;0;07/05/18;[14];[15];[34];[4]
9;0;09/05/18;[10,10];[5,4];[34,34];[4,4]
9;0;14/05/18;[14];[18];[34];[4]
9;0;16/05/18;[10,10,20];[11,9,8];[34,34,34];[4,4,4]
9;0;21/05/18;[14];[11];[34];[4]
9;0;23/05/18;[12,12,12,12,18,29];[7,10,5,4,4,5];[34,34,34,34,34,34];[4,4,4,4,4,4]
9;0;25/05/18;[19];[22];[34];[4]
9;0;30/05/18;[12,12,23];[6,5,6];[34,34,34];[4,4,4]
10;0;06/09/17;[14,26];[13,6];[34,34];[4,4]
10;0;13/09/17;[12,26];[15,10];[34,34];[4,4]
10;0;20/09/17;[12,23];[13,9];[34,34];[4,4]
10;0;27/09/17;[14,25];[15,14];[34,34];[4,4]
10;0;04/10/17;[12,20,28];[6,15,11];[34,34,34];[4,4,4]
10;0;07/10/17;[20,34];[13,4];[13,13];[4,4]
10;0;11/10/17;[14,30];[15,13];[34,34];[4,4]
10;0;18/10/17;[14,31];[14,13];[34,34];[4,4]
10;0;25/10/17;[12,22];[16,15];[34,34];[4,4]
10;0;01/11/17;[14,19,31];[14,6,6];[34,34,34];[4,4,4]
10;0;08/11/17;[12,24];[9,11];[34,34];[4,4]
10;0;11/11/17;[16,34];[6,13];[13,13];[4,4]
10;0;15/11/17;[14,23];[9,6];[34,34];[4,4]
10;0;18/11/17;[18,30];[14,11];[13,13];[4,4]
10;0;22/11/17;[16,26];[7,15];[34,34];[4,4]
10;0;29/11/17;[12,24];[6,12];[34,34];[4,4]
10;0;06/12/17;[12,22];[14,13];[34,34];[4,4]
10;0;13/12/17;[12,21];[10,9];[34,34];[4,4]
10;0;20/12/17;[10,23];[12,10];[34,34];[4,4]
10;0;06/03/18;[38,40];[2,3];[34,34];[4,4]
10;0;07/03/18;[10,25];[13,13];[34,34];[4,4]
10;0;12/03/18;[23];[14];[34];[4]
10;0;14/03/18;[12,25];[14,15];[34,34];[4,4]
10;0;15/03/18;[28];[7];[34];[4]
10;0;16/03/18;[25];[6];[34];[4]
10;0;18/03/18;[14,28];[17,10];[13,13];[4,4]
10;0;19/03/18;[20,21,23];[17,14,2];[34,34,34];[4,4,4]
10;0;20/03/18;[40];[5];[34];[4]
10;0;21/03/18;[12,28];[9,6];[34,34];[4,4]
10;0;22/03/18;[28];[25];[34];[4]
10;0;28/03/18;[14,23];[16,14];[34,34];[4,4]
10;0;04/04/18;[14,17,31];[9,7,10];[34,34,34];[4,4,4]
10;0;11/04/18;[12,23];[13,12];[34,34];[4,4]
10;0;17/04/18;[39];[2];[34];[4]
10;0;18/04/18;[14,22];[8,8];[34,34];[4,4]
10;0;25/04/18;[14,27];[15,12];[34,34];[4,4]
10;0;26/04/18;[30];[26];[34];[4]
10;0;28/04/18;[22,32];[8,15];[13,13];[4,4]
10;0;01/05/18;[40];[4];[34];[4]
10;0;02/05/18;[16,25];[7,7];[34,34];[4,4]
10;0;09/05/18;[14,23];[6,15];[34,34];[4,4]
10;0;16/05/18;[14,25];[10,7];[34,34];[4,4]
10;0;22/05/18;[36];[3];[34];[4]
10;0;23/05/18;[14,18,23];[6,15,13];[34,34,34];[4,4,4]
10;0;24/05/18;[31,31];[7,9];[34,34];[4,4]
10;0;30/05/18;[14,28];[11,14];[34,34];[4,4]
10;0;07/06/18;[28];[8];[34];[4]
10;0;25/06/18;[18,18,21];[5,5,16];[34,34,34];[4,4,4]
10;0;12/07/18;[28];[8];[34];[4]
10;0;25/07/18;[10,17];[8,9];[34,34];[4,4]
11;0;06/09/17;[14,25];[9,6];[35,35];[4,4]
11;0;13/09/17;[14,19,26];[9,5,10];[35,35,35];[4,4,4]
11;0;20/09/17;[14,25];[4,11];[35,35];[4,4]
11;0;27/09/17;[16,28];[7,12];[35,35];[4,4]
11;0;04/10/17;[12,24];[11,6];[35,35];[4,4]
11;0;11/10/17;[12,24];[9,12];[35,35];[4,4]
11;0;18/10/17;[14,19];[10,7];[35,35];[4,4]
11;0;25/10/17;[16,16,27];[7,10,4];[35,35,35];[4,4,4]
11;0;01/11/17;[14,19,24];[9,5,7];[35,35,35];[4,4,4]
11;0;05/11/17;[14,29];[10,7];[46,46];[4,4]
11;0;08/11/17;[14,21,21,27];[6,7,4,8];[35,35,35,35];[4,4,4,4]
11;0;15/11/17;[14,19,28];[5,7,10];[35,35,35];[4,4,4]
11;0;18/11/17;[20,32];[21,19];[13,13];[4,4]
11;0;22/11/17;[12,23];[12,7];[35,35];[4,4]
11;0;29/11/17;[14,22,35];[9,12,4];[35,35,35];[4,4,4]
11;0;06/12/17;[14,21,32];[9,6,6];[35,35,35];[4,4,4]
11;0;13/12/17;[16,26,34];[11,4,10];[35,35,35];[4,4,4]
11;0;20/12/17;[14,27];[10,9];[35,35];[4,4]
11;0;10/01/18;[16,23,29];[9,7,5];[35,35,35];[4,4,4]
11;0;07/03/18;[8,21];[10,8];[35,35];[4,4]
11;0;12/03/18;[22];[8];[35];[4]
11;0;14/03/18;[8,22];[4,10];[35,35];[4,4]
11;0;16/03/18;[24];[13];[35];[4]
11;0;20/03/18;[34];[6];[35];[4]
11;0;21/03/18;[12,12,27];[13,11,8];[35,35,35];[4,4,4]
11;0;28/03/18;[10,21];[5,11];[35,35];[4,4]
11;0;04/04/18;[10,22];[11,6];[35,35];[4,4]
11;0;11/04/18;[8];[6];[35];[4]
11;0;16/04/18;[17];[26];[35];[4]
11;0;17/04/18;[41,41];[14,12];[35,35];[4,4]
11;0;18/04/18;[8,19];[12,7];[35,35];[4,4]
11;0;20/04/18;[17];[12];[35];[4]
11;0;23/04/18;[17];[18];[35];[4]
11;0;25/04/18;[10,22];[7,8];[35,35];[4,4]
11;0;27/04/18;[12];[2];[35];[4]
11;0;02/05/18;[8,23];[11,5];[35,35];[4,4]
11;0;03/05/18;[29];[13];[35];[4]
11;0;09/05/18;[6,18];[5,3];[35,35];[4,4]
11;0;14/05/18;[12];[7];[35];[4]
